source,text,date
app_store,Amazing shopping store for fabrics. Amazing collection where I couldn’t find anywhere with best quality - this is the only store we have where we get amazing quality with best Prices,2026-08-28
app_store,Experience. As of now I’ve smooth experience with this aap since I’m using,2026-08-28
app_store,"Highly Recommended. ⭐⭐⭐⭐⭐ Excellent experience with Myntra! The product quality was really good, exactly as shown in the pictures. The fit and material were perfect, and the delivery was quick and hassle-free. Very happy with my purchase. Highly recommended! 👍",2026-08-28
app_store,"Myntra is my complete shopping mall. Good clothes, good variety and absolutely great UI/UX experience",2026-08-28
app_store,Sangria. Excellent,2026-08-28
app_store,"Office bag. I really loved this vanity bag. The quality is good, the design looks elegant, and it has enough space to keep my makeup and daily essentials organized. It is lightweight and easy to carry, making it perfect for office and daily use. Overall, a very useful and stylish bag. Totally worth the price! ❤️",2026-08-28
app_store,"One of the worst customer service. One of the worst customer service. There’s no proper solution when the order gets cancelled from their side, its always the customer who has to re order the item by paying again meanwhile the cancelled order’s refund takes 5 days.",2026-08-28
app_store,Not useful!!. They gave me so much issue for one single product.,2026-08-28
app_store,Benefit. Every time I got nice offers,2026-08-28
app_store,Phone sling. Good quality product and great service,2026-08-28
app_store,Sanjay. Excellent product,2026-08-28
app_store,Good service. Great products and nice experience,2026-08-28
app_store,Be Aware. Very Bad app don’t purchase any thinks,2026-08-28
app_store,Rakhi. Beautiful rakhi with delicious sweets,2026-08-28
app_store,thanku. very nice,2026-08-28
app_store,Super. Mind blowing t shirt,2026-08-28
app_store,Rakhi. Very nice,2026-08-28
app_store,"Super. Happy very reasonable prices, and it’s comfortable to do shopping in Myntra, and the quality of products is very good",2026-08-28
app_store,Awesome. Best shopping exp so far,2026-08-28
app_store,"Worse service. I’m giving 1 star only because there is no 0-star option. My orders have been getting delayed repeatedly for the past few months, and my current order is still not delivered. This has become extremely frustrating. Other shopping apps provide much better service and delivery. Myntra seriously needs to improve its delivery service and customer experience.",2026-08-28
app_store,Product review. I am very satisfied customer of Myntra,2026-08-28
app_store,Push and win. I ordered my all need from Myntra but when ever I want my reward the disappointed me all time I can’t get anything back and when I want the push and win to open its not open for me and my reward was all time say that better luck next time can you please solve this,2026-08-28
app_store,"Best shopping app. To be frank, am a regular customer of myntra. The platform is easy to use, offers attractive discounts, and the products quality is outstanding. I am fully satisfied with the service and will continue purchasing.",2026-08-28
app_store,Myntra means trust. You can order anything from there—you’ll receive good products. 😊,2026-08-28
app_store,Excellent. Trussed app,2026-08-28
app_store,Gud. Nice shopping experience,2026-08-28
app_store,Best purchase. Love the product,2026-08-28
app_store,Awesome. Very comfortable,2026-08-28
app_store,Best stuff and best website maintained ever...!! Love it 😍. best solution to all my occasions… Myntra !!,2026-08-28
app_store,Fav app. Myntra is always best and trustable app,2026-08-28
app_store,Swift services. Products are good.. collection is huge.. easy process,2026-08-28
app_store,"Myntra is now losing its charm. I have been using myntra since its launch , I bought each and every garment, accessories, cloths etc from this particular application but from past one year myntra had disappointed me by its quality, service, and every time they send me wrong products. Its is very much disappointing to wait for upto 10 days and then got a wrong product . Myntra is now dealing in cheap and low quality products also this is the main reason we are suffering For sure I am going to quit myntra now",2026-08-28
app_store,Fabulous Fabric. Awesome,2026-08-28
app_store,Effective cost and excellent quality. Have ordered one shirt it’s really Effective cost and excellent quality,2026-08-28
app_store,Best quality. Always prefer myntra,2026-08-28
app_store,Nice app. It’s good experience,2026-08-28
app_store,Awesome. Nice shirt!,2026-08-28
app_store,Saree. Very pretty,2026-08-28
app_store,Nice online store. Good shopping experience,2026-08-28
app_store,"Extremely Disappointing Experience with Myntra. I am extremely disappointed with my recent experience with Myntra. At the time of placing the order of athena sequined skirt… there was no clear mention of any ₹50 return fee. The only information provided was that ₹23 would be deducted as a platform fee in case of a return. However, when I actually returned the skirt, an additional ₹50 was deducted under the name of “return fee.” My concern is not simply about the amount, but about the lack of transparency. If a return fee is applicable, it should be clearly disclosed to the customer before the order is placed, not introduced at the time of return. What made the experience even worse was the customer service. Instead of addressing my concern properly, the representative behaved in a highly unprofessional manner and disconnected the call in the middle of the conversation. This is completely unacceptable for a platform of Myntra’s stature. Customers deserve clear policies, transparent charges, and respectful customer service. Unexpected deductions and such poor handling of genuine complaints seriously damage customer trust. After this experience, I have decided that I will no longer purchase anything from Myntra, nor will I recommend Myntra to anyone. A company may consider ₹50 insignificant, but for a customer, transparency and trust are far more valuable than ₹50. Extremely disappointing and unacceptable experience.",2026-08-28
app_store,Good. Good App cheap products less delivery fees and fast delivery,2026-08-28
app_store,Ultimate Quality. Ultra light weight and comfortable,2026-08-28
app_store,Giva earrings. Fabulous earrings,2026-08-28
app_store,Good. Beautiful,2026-08-28
app_store,App is not working. Poor app and CsE,2026-08-28
app_store,Useful. Got clear pictures and details,2026-08-28
app_store,Block buster. Good products at affordable prices,2026-08-28
app_store,Great quality products. 👍 👍 Great quality product,2026-08-28
app_store,Hi. Excellent …. as expected,2026-08-28
app_store,Bad. Worst app ever all my orders from last month got cancelled and some of them came different size than I ordered,2026-08-28
app_store,Unexpected happiness. Fast delivery,2026-08-28
app_store,"fashion,skincare. very nice",2026-08-28
app_store,Amazing. Nice comfort,2026-08-28
app_store,Loved it😘. Always happy and satisfied with u Myntra🥰🥰🥰,2026-08-28
app_store,Vlogging Devang. Best Myntra App,2026-08-28
app_store,Hang bag. It’s really good and must buy,2026-08-28
app_store,Bold and Beautiful. Very attractive can be worn with western as well as ethnic wear.Recommended,2026-08-28
app_store,myntra shoping. good products,2026-08-28
app_store,Very good service totally worth. Everything okay highly recommended,2026-08-28
app_store,Ucg make fool. Not providing any money,2026-08-28
app_store,Fast delivered. Great febric,2026-08-28
app_store,Top review. The product is very nice and looks chic,2026-08-28
app_store,Grt style. Product is really nice and formal look is grt,2026-08-28
app_store,Good quality. Comfortable this is so good,2026-08-28
app_store,Very nice. very good,2026-08-28
app_store,"Nice app. I really like using Myntra app. It is very easy to use and all products are shown clearly. There are many options in clothes, shoes and accessories for boys, girls and kids. The quality of products is very good and prices are also reasonable. Delivery is fast and packaging is nice. If we don’t like something, return process is also simple and refund comes on time. I also like the discounts and offers which help to save money. Overall, Myntra is a very good and trusted shopping app",2026-08-28
app_store,"Loved the app😍. My stress for going out for shopping is now reduced due to this app, loved it very nice products available",2026-08-28
app_store,Best. Best app to shop,2026-08-28
app_store,Review. Great dress very nyc fit u wear it n u r party ready,2026-08-28
app_store,interface. Amazing app with best collection and authenticity,2026-08-28
app_store,Awesome. Beautiful kurti.,2026-08-28
app_store,Excellent. Outstanding,2026-08-28
app_store,Good. Nice design,2026-08-28
app_store,Review for my college back. Using it for 4 years still my college bag is in the best quality. Thank you Myntra❤️❤️,2026-08-28
app_store,Caps. One of the best app you can get fashion item And the best part is we get all items genuine,2026-08-28
app_store,Cheaters. Idiots intead of cheating customers just stop the app,2026-08-28
app_store,Sale is awsum.prices are reasonable. Excellent,2026-08-27
app_store,"Forcing Customer for Return Charges. Received a completely wrong and damaged product instead of what I ordered. To make things worse, when I tried to return it, Myntra deducted a ₹50 return fee and is only allowing an exchange, not a refund. Why should a customer pay a penalty for the seller's mistake? Extremely disappointed with this unfair policy",2026-08-27
app_store,Puma sliders. Sliders are really good and comfortable to walk all Day long,2026-08-27
app_store,Happy. Dependable and trustworthy,2026-08-27
app_store,h. useless application n worst service from other apps,2026-08-27
app_store,Great product. Very nice product. Comfortable fitting,2026-08-27
app_store,"Great. Been using Myntra for many years seamless process right from ordering, delivery and Return is very easy and quick.",2026-08-27
app_store,Myntra’s customer service is worst. Worst customer service,2026-08-27
app_store,Not delivered product on time. Worst app didn’t delivered my order on time no calls no replies no accountability,2026-08-27
app_store,Wow. It’s very good quality,2026-08-27
app_store,Worth the buy. Awesome,2026-08-27
app_store,Product. Product not delivered same,2026-08-27
app_store,Nice collection. Very Good Product,2026-08-27
app_store,Great options!. Keep it up😃,2026-08-27
app_store,Anita. Good quality boxers,2026-08-27
app_store,Very good 👍. Perfect fitting,2026-08-27
app_store,Good. Best shopping app,2026-08-27
app_store,Mac mehr. Too good Perfect pink for all kinda skin Thanks Myntra and Mac,2026-08-27
app_store,Awesome. Febric is too good,2026-08-27
app_store,Must buy product. Worth money & worth buying too loved the product must buy,2026-08-27
app_store,Myntra love. I really excited for first order discount price please shopping in this app❤️,2026-08-27
app_store,Order parsal. Good nice fast,2026-08-27
app_store,"Got Scammed. Ordered a body wash with the expiry date mentioned as 31 Jul 2027, but received one expiring in the next 4 months. After contacting support, I was told that, according to their policy, they cannot return or replace products that are still within their expiry date, even if only one day is remaining. So you’re expected to use a product that may not be finishable before expiry. What’s worse, the expiry shown on the product page was much longer than the actual product received. If this is their policy, it basically allows false advertising by showing a longer expiry date and then refusing returns or replacements for near-expiry products.",2026-08-27
app_store,Good service. Trying fully to retain customer,2026-08-27
app_store,Good. Very nice app and easy.,2026-08-27
app_store,"Complain. Fraud company I order a mac moisturiser which is showing deliver on 27/08/2026 but same was not delivered , but company has updated in his record order has been delivered . I was never expecting such kind of act from Myntra . I will not use Myntra which has spoiled my Rakhi festival because it was a gift. Do not trust Myntra at all use only cod instead of pre payment .",2026-08-27
app_store,Good. Good overall experience so far. For clothing specially I vome to Myntra only.,2026-08-27
app_store,Myntra. Very convenient and quick,2026-08-27
app_store,Love this app i think this platform batter anathor appp. Good,2026-08-27
app_store,Review. One of the best app.,2026-08-27
app_store,Awesome. Purely elegant,2026-08-27
app_store,Sling bag. Amazing,2026-08-27
app_store,Good one. Good one,2026-08-27
app_store,Good quality. The quality of the article is very good.Very comfortable and beautiful dress.,2026-08-27
app_store,Best quality of product. best quality of product,2026-08-27
app_store,Nice kurta. Amazing color Worth the price,2026-08-27
app_store,Jovees powder nice. Good Quality product,2026-08-27
app_store,Best for clothing. Best quality and affordable clothes available,2026-08-27
app_store,"Nice casual shirt!. Nice fabric and nice fit and ofcorse, a great brand!",2026-08-27
app_store,Excellent ✌️. Excellent ✌️,2026-08-27
app_store,Gurwinder. Super product,2026-08-27
app_store,Loving it. Perfect,2026-08-27
app_store,Fashion. Good products and pocket friendly,2026-08-27
app_store,Suit. Excellent quality,2026-08-27
app_store,Good. Comfortable shoe,2026-08-27
app_store,Laptop bag. Good bag at affordable price. Myntra is the best place for branded products.,2026-08-27
app_store,Top notch. Great UI when compared with a lot of other shopping apps,2026-08-27
app_store,S khan. Very nice in good price,2026-08-27
app_store,Good. Outstanding,2026-08-27
app_store,Baggy jeans. Me Myntra se ek jeans mangaayi thi 732 rupe ki vo 3rd class jeans thi to mene usse return kr diya ab he Myntra wale mera refund nhi de rhe hai or ab to jeans bhi gyi or paisa bhi ye app bilkul bakwas hai,2026-08-27
app_store,Good. Loved the collection,2026-08-27
app_store,"Nice quality, colour is not baby pink. Super quality",2026-08-27
app_store,Excellent. All products are great,2026-08-27
app_store,I’m loving it. Amazing app,2026-08-27
app_store,Excellent. Worth for money. Great experience with Myntra. Trust worth myntra.,2026-08-27
app_store,Always Favourite. Thanks Myntra for better services 🥰👍🥰🥰,2026-08-27
app_store,Always good. Delivery speed,2026-08-27
app_store,"My favourite. All time fave , easy, comfortable, best quality, and best 😍",2026-08-27
app_store,"Bella Vita Skai Aquatic. Really impressed with Bella Vita Skai Aquatic. The fragrance is crisp, breezy, and very refreshing without being overwhelming. Perfect for daily office wear and warm days. Totally worth the price!",2026-08-27
app_store,Review. Nice product ls,2026-08-27
app_store,Good. Best tops,2026-08-27
app_store,Myntra. This app is product is best and quality thank uh myntra,2026-08-27
app_store,To good. Pure cotton and comfortable fabric,2026-08-27
app_store,Website and ordering process. Nice and very good navigation,2026-08-27
app_store,My forever purchasing app. Best app for gud quality products + reasonable price,2026-08-27
app_store,Overall. Good items and good quality,2026-08-27
app_store,Shaurya Gupta. Good app for shopping,2026-08-27
app_store,Master. Liked a much to shopping every time,2026-08-27
app_store,Good. Double good,2026-08-27
app_store,Tanya Rastogi. Best app for shopping☺️,2026-08-27
app_store,Awesome app for shopping. Excellent 🤩,2026-08-27
app_store,Never Buy. Pathetic service never buy any product from Myntra! I recently buy a shoe from Myntra on 18/08/2026 and the shoe yut not delivered after 8 days 🤮,2026-08-27
app_store,Superb. I love this app,2026-08-27
app_store,Super. Excellent,2026-08-27
app_store,Very good. Good,2026-08-27
app_store,Good purcheses. Always check the brand ans seller. You won't regret. Overall reliable,2026-08-27
app_store,Myntra. Good quality products available in Myntra,2026-08-27
app_store,Saree. Very nice,2026-08-27
app_store,Comfortable Cotton NightWear. The colour and fit along with comfort all are top notch,2026-08-27
app_store,Deepshikha. Nice,2026-08-27
app_store,Love it. Just love it,2026-08-27
app_store,"Good app, but needs changes. Some changes like delivery dates and immediate order, cancellations updates should be developed aside from that. This is a great app for shopping",2026-08-27
app_store,Dress. Nice dress,2026-08-27
app_store,Lipstick. Very nice product,2026-08-26
app_store,Review. Best app for shopping,2026-08-26
app_store,Maybelline foundation compact. Very nice perfect shade for me,2026-08-26
app_store,Very nice. Best,2026-08-26
app_store,Delivery problems. They are very bad at delivering products despite delayed don’t have customers support. Very much disgusting from Myntra couldn’t expected.,2026-08-26
app_store,Nice platform to shop anything anywhere. Great experience,2026-08-26
app_store,Fragrance. Awesome and lovable….,2026-08-26
app_store,"Worst experience. I had a worst experience with myntra, i had placed an order for the shoes, apparently the delivery partner tried to scam and I have not received the product yet. Payment has already been done for 5k. They are just delaying.",2026-08-26
app_store,Awesome. Very good app,2026-08-26
app_store,Good quality. Good quality,2026-08-26
app_store,Lipstick. Mst buy very pretty shade,2026-08-26
app_store,Fraud ecommerce. I ordered some clothes on 13th august… the delivery was about to happen on 19th… but on the day of the delivery i was told that the delivery was cancelled due to technical issues… and i was assured that it would be delivered soon…on 24th I contacted the customer service and asked them that if they cannot deliver then get the order cancelled and refund me my money… they said it would be done within 24hrs… today is 27th… asked customer service about the refund and they told me the same thing that the problem would be resolved by 24 hrs… the company is a fraud…,2026-08-26
app_store,Yonex HyUltra Badminton Shoes. Nice bright orange colour .Perfect snug fit .I love these shoes .,2026-08-26
app_store,A. Good service,2026-08-26
app_store,Best platform. Best Fashion platform,2026-08-26
app_store,Awsm. Nice shop,2026-08-26
app_store,Excellent. Everything here is exceptional ❤️,2026-08-26
app_store,Great for everyday wear. Soft cotton and great fit for everyday wear,2026-08-26
app_store,H&m skirt. Pretty,2026-08-26
app_store,One of the best shopping app. I loved the quality of the products that I have purchased till date,2026-08-26
app_store,Excellent. Nice 🫶,2026-08-26
app_store,Super. Very nice,2026-08-26
app_store,Review. Excellent,2026-08-26
app_store,"Don't suggest. Many fake products are available here, and whenever we try to talk about any problem, the service gets even worse. No one response properly.",2026-08-26
app_store,Socks. Excellent product,2026-08-26
app_store,Perfume. Awesome,2026-08-26
app_store,H&M stripe cotton T-shirt for baby boy. Awesome product very comfort for kids and it’s very chic to wear for day outing and for evening event.,2026-08-26
app_store,Perfume. Fragrance so good,2026-08-26
app_store,Cosmetics and clothes. Everything is wonderful,2026-08-26
app_store,Amazing. Diversification of options Reasonable pricing across Awsome,2026-08-26
app_store,Ordered shoes. Myntra is absolute perfect platform to make a purchase customer friendly,2026-08-26
app_store,Hnm bag. Very good,2026-08-26
app_store,best shopping app. this app provides prompt refund service… and they have options more than other apps,2026-08-26
app_store,Very nice dress. Awesome looking dress at low price,2026-08-26
app_store,Best of the bests app. Myntra app was goooood app earlier I used to buy everything without hesitation but now online shop is saying that if u return u will be charged ₹50 on each return. I think this make this app worst app.,2026-08-26
app_store,Meenal. It was really amazing and quality is also good 😍,2026-08-26
app_store,"My personal Market place. I have stopped going to malls since around 7-8 years and buy all my stuff from Myntra due to ease of shopping, easy returns and replacements and hassle free experience",2026-08-26
app_store,Delivery. Really great experiance with Myntra i have ordered 25th August and delivery date shows 27th August But product delivered at 26th august almost within 24hr Great,2026-08-26
app_store,Shoes. Awsm quality same like the image,2026-08-26
app_store,Shoes. Excellent,2026-08-26
app_store,Best website ever. Ek no website with good icon and easy interface,2026-08-26
app_store,"A.D.s makeup kit. Thank you so much! I saw the order two days ago, and you delivered it to me so quickly. I really appreciate it. ❤️",2026-08-26
app_store,"Very Very Good Experience…Thanks Myntra…. The Myntra is very very trustworthy about their product quality, delivery, return, refund and exchange too. And now they are also offering Myntra Cash by lucky coupons. Wow..It’s overall very good experience.",2026-08-26
app_store,Customer service. Customer service are very poor,2026-08-26
app_store,Trimmer. Good price with a branded product love it and got this lowest price only at Mintra store great!!!,2026-08-26
app_store,Mangalsutra Review. Good product,2026-08-26
app_store,"Products of Myntra are very good. Whatever products we order from Myntra are very good quality , specially clothes",2026-08-26
app_store,Good quality. Very good product,2026-08-26
app_store,Blue dress. Quality fabric worth buying,2026-08-26
app_store,"Convenient. Myntra has a 2 day delivery, which is very convenient",2026-08-26
app_store,Good. Nice products,2026-08-26
app_store,Comfort. Cool comfy /perfect in isummer,2026-08-26
app_store,Good quality. Nice,2026-08-26
app_store,Product & service. On time delivery,2026-08-26
app_store,Gillette razor A good product. Good,2026-08-26
app_store,Myntra the best. Best online shoping platform,2026-08-26
app_store,Wonder full story. I am so happy,2026-08-26
app_store,"Metro Man Sendil. Very nice look Black colour always royal Very comfortable nice festival look , wearing all ready to go Nice packing smooth delivery Thank you brand metro Special thanks myntra 🤝🩴",2026-08-26
app_store,Fast and trusted. My trusted go to shopping place! Hassle free exchange return and shop,2026-08-26
app_store,Genuine product. Great app,2026-08-26
app_store,Nice quality. Original brand ♥️💯,2026-08-26
app_store,Lots of fake products. They sell a lot of fake products and there are lots of issues for refund,2026-08-26
app_store,"Better than other ekart side. Delivery , customer care all services are good.",2026-08-26
app_store,Gloss lip gloss. Very nice product,2026-08-26
app_store,"Genuine deals. Genuine products with great offers , Myntra is the first app I go to if want to look for something",2026-08-26
app_store,Nice. Nice nd heavy suit,2026-08-26
app_store,"Delivery issues. Very disappointing experience with Myntra. I have been waiting since **21 August**, and my order still has not been delivered. On top of that, no proper solution or resolution is being provided despite waiting for so long. This is not the first time I’ve faced such an issue—earlier, one of my ordered items was also not delivered without any proper reason or explanation. Repeated delays, missing items, and no proper resolution are extremely frustrating. Myntra seriously needs to improve its delivery and customer support service and take responsibility for such issues.",2026-08-26
app_store,Love Myntra. Favourite shopping destination always Fitting is perfect,2026-08-26
app_store,Awesome. Quality of stuff is so good,2026-08-26
app_store,"Worst and sad reality of so called best shopping app in india. Myntra has officially become the worst online shopping experience I’ve ever had. They assured me multiple times that my product exchange was available. I even have audio recordings of customer support asking me to wait and promising a resolution. After making me wait for days, they suddenly called and denied the exchange altogether. This isn’t a mistake — it’s misleading customers, wasting their time, and then refusing to honor commitments. Never trusting Myntra again. Consumers deserve better than false assurances and scripted apologies. #Myntra #MyntraSupport #CustomerExperience #ConsumerRights",2026-08-26
app_store,Nice app. Nice experience,2026-08-26
app_store,Good in quality. Natural colour,2026-08-26
app_store,Best shopping app. Best quality products,2026-08-26
app_store,Pantaloons glitter perfume. I tried this perfume once on the pantaloon store and since then I couldn’t resist re buying it and keeping its stock full at home. Must buy,2026-08-26
app_store,Best app overall. Best for online shopping,2026-08-26
app_store,Quality n Service. Good quality with good service,2026-08-26
app_store,Loved it. My go to app for online shopping,2026-08-26
app_store,Shopping app. A good one stop shopping app for everything you need for home to wear and comfort,2026-08-26
app_store,Sandhir. Nice app,2026-08-26
app_store,"Customer care is very poor. I faced too much problem in having my return get picked up. I’m really disappointed with Myntra on this thing. They need to improve on this matter. Otherwise, they can lose the customers like me who will be facing problems.",2026-08-26
app_store,Excellent App ❤️. Love shopping on Myntra. Great collection and smooth experience!” 😊✨,2026-08-26
app_store,Lalit. Best online shopping platform,2026-08-26
app_store,Awesome 🥰. Superb material and nice fit,2026-08-26
app_store,T shirt. Good experience,2026-08-26
app_store,"Bought a dress of M size. It was so good experience shopping here. , so do experience it by buying",2026-08-26
app_store,Great. I really like the shoes looking awesome.,2026-08-26
app_store,Application running slow. Application is nowadays very slow browsing,2026-08-26
app_store,You get the variety. I like it,2026-08-26
app_store,This best summer jacket. Sub protect best jacket,2026-08-26
app_store,Great fit I’m 5’4 shirt size is 39. Awesome,2026-08-26
app_store,Top notch product. I’m so impressed by this excellent product.,2026-08-26
app_store,Best for fasion n home too. Best discount i got,2026-08-26
app_store,Awesoooooome. Nice1,2026-08-26
app_store,"Excellent service. Fast delivery, exchange and return",2026-08-25
app_store,Happy customer. Best app for shopping,2026-08-25
app_store,Super🫶🏼. Its very beautiful kurti 🥰 thank you Myntra,2026-08-25
app_store,Shopping with Myntra. Just wow,2026-08-25
app_store,Good. Comfartebal,2026-08-25
app_store,Swiss Beauty concealer. I have been using it for 3years straight! It is really good. Highly recommended!,2026-08-25
app_store,Awesome. The quality was exceptional Worthiness to price,2026-08-25
app_store,Best shopping experience. Their products are such nice quality,2026-08-25
app_store,Worth for money. Must buy,2026-08-25
app_store,Good For Online Shopping. Quality is much better and discount or Fast Delivered,2026-08-25
app_store,Great product. Great product,2026-08-25
app_store,Shopping. Amazing,2026-08-25
app_store,Worst delivery. Worst delivery experience,2026-08-25
app_store,Review. Authentic platform to shop,2026-08-25
app_store,Excellent store. always high quality products,2026-08-25
app_store,Best app. Best shopping app quality products,2026-08-25
app_store,Maybe line lipstick. Best for all time,2026-08-25
app_store,Good app. Good collection,2026-08-25
app_store,"It’s a very good experience, a wonderful product and high-quality products. Super experience.. Thank you Myntra 😍😍",2026-08-25
app_store,Lovely 😍. Very comfortable bra,2026-08-25
app_store,Mind blowing. All time my favourite thank you Myntra,2026-08-25
app_store,Nice jeans very comfortable. Very nice fabric,2026-08-25
app_store,"Myntra best app. Best app for genuine products , fast delivery and lowest prices",2026-08-25
app_store,Myntra_NYC RA🧣🕴🏻. Budget friendly world🧖🏻‍♂️,2026-08-25
app_store,awesome. quality is good,2026-08-25
app_store,Thank you. Myntra never disappoints,2026-08-25
app_store,Very good dress. So beautiful and l love it 😍😍,2026-08-25
app_store,Delivery failed. not delivered any item again ang again failed without any reason,2026-08-25
app_store,Shopping happiness. Superb 👌,2026-08-25
app_store,"Always happy to buy from Myntra. Genuine products ,easy returns and exchange",2026-08-25
app_store,It was great. It was great,2026-08-25
app_store,Super. Very good,2026-08-25
app_store,Good one. I liked it good one,2026-08-25
app_store,Best online app. Best online app for all,2026-08-25
app_store,Superb App.. Superb App,2026-08-25
app_store,"Great. Love the size, design😍♥️",2026-08-25
app_store,Can’t upload the review of the product. Please help,2026-08-25
app_store,Amazing. Awesome Thankyou Myntra,2026-08-25
app_store,Great app. Great app,2026-08-25
app_store,"Superb services. Stuff is up to the best,Keep it up excellent work",2026-08-25
app_store,Best for men’s looks. Fitting looks fabulously,2026-08-25
app_store,MayankUpadhyay0710. Absolutely loving it,2026-08-25
app_store,Rakhi. This pack is so worth the money.,2026-08-25
youtube,https://www.wishlink.com/share/naaan3,2026-02-26
youtube,May I get the link for the top you wore In the start? ( That pastel beige),2026-08-23
youtube,Ak pal k liye lga Alakh panday sir ki wife h😂,2025-11-21
youtube,Nice collection ❤,2026-01-04
youtube,Yrr ye top available hai kahi to yrr help kro guys meri 😭 meri bestie ko cahiye,2026-08-01
youtube,You didn't posted link for this top on telegram or whatsapp😢,2025-10-22
youtube,"so much problem to get the link, i mean u can just put it in the description, then we can say thats a helpful video",2026-01-15
youtube,Is this for summer ?,2026-05-19
youtube,What's her full name?,2026-05-11
youtube,Pls share link in pinned comment I couldn't find it anywhere bcz there's nothing posted,2026-02-26
youtube,"Hi nikita, Can you please resend the link as i cant find it on whatsapp channel?",2025-12-04
youtube,❣beautiful ❤️😘🔥💞💖,2025-09-01
youtube,Checked all telegram post this top is nowhere,2026-01-15
youtube,Plz recommend tops for chubby people,2026-03-05
youtube,50 rs nu mali jay evu chhe😂,2026-07-05
youtube,Where will I get the link,2026-06-08
youtube,Coupen code provide please,2026-01-05
youtube,Gives the link of the top,2026-05-30
youtube,What size of this top?,2026-04-17
youtube,Didn't find the linkk?????,2026-01-06
youtube,Ye messho par rs150 ki mil jayegi 😅,2026-05-02
youtube,Di please Link share kr dijiye n,2026-02-22
youtube,Dude just tell the search code,2026-05-10
youtube,WhatsApp channel where?,2026-01-01
youtube,Is it from h&m??,2025-11-19
youtube,Plz share the link the pin comment link is not opening,2026-03-16
youtube,Link please can't find,2025-09-14
youtube,What is your telegram channel???,2025-11-20
youtube,This top is very bad because this was very tight,2026-06-12
youtube,🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🫂🤜🏼🤛🏼🤜🏼🤛🏼,2026-07-19
youtube,https://youtube.com/shorts/u5_zUdgarzY?si=Uu4iQECaJUjKXO2r,2026-08-24
youtube,Lastwala frock best hai❤❤❤,2025-09-26
youtube,You are looking very preety and it seems u reduced weight also,2025-08-25
youtube,All videos are outstanding mai regular dekhati hu aapke video aapki youtube friend hu aapke lots of products buy karti hu,2025-11-25
youtube,First white dress ka link please di kr dijiye send,2025-10-12
youtube,Please silver dress ka link share kr dijiye,2026-06-16
youtube,Awesome 💯 collections,2025-08-26
youtube,2nd pink dress was awesome,2025-12-01
youtube,2nd pink colour dress nahi hai didi 😢,2025-09-17
youtube,Blue white wala achsha he please link,2026-03-29
youtube,First front cover priperly okay,2025-12-27
youtube,Link white dress first one,2026-01-06
youtube,Dark blue link please 😭,2025-11-14
youtube,Link for 1st white dress plz,2026-07-08
youtube,2nd pink dress ki link dijiye,2026-07-24
youtube,Jo phni h uska link bhejo,2026-01-16
youtube,White dress ka Link,2025-10-31
youtube,My sweet baby 👌👌,2025-08-25
youtube,Link for first dress,2026-05-25
youtube,Link for first white dress,2026-06-17
youtube,Link kaise milega,2025-11-04
youtube,Ma'am ur height plz,2026-06-19
youtube,Silver dress link,2026-06-29
youtube,They are sending just wrong product and when you exchange they will not send your order back they will not refund your money also,2025-11-21
youtube,Pink is not showing,2026-07-09
youtube,It’s advise be careful there is better platforms where you can shop like Nayka and all but Myntra just fraud,2025-11-21
youtube,Ye bilkul v sahi aps nhi h myntra pe ada adhura saman bhejta h Or jb missing k cmpln karo to ye log bekuf bnata h 2 august ko mene odr mgaya myntra ne ada adura products bheja lekin abhi tak ye log mera products vaps nhi kie vry bd myntra,2026-08-07
youtube,Myntra is fraud don’t shop from this,2025-11-21
youtube,Nice and you can see my account for beautiful frocks like this,2026-07-02
youtube,इनको एडवर्टाइज करने के पैसे मिले हैं इनके बहकावे में मतआना कोई बहुत बड़ा फ्रॉड चल रहा है mintra पर,2026-01-15
youtube,Mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है mintra फ्रॉड है मेरा पैसा खा गया खाली डब्बा भेजा था मुझे न तो समान भेजा न मेरा पैसा वापस किया 😢😢,2026-01-15
youtube,https://youtube.com/shorts/eoStb-KHB9o?si=fmLJhelWlvFmVUpP,2025-12-09
youtube,Dil se happy birthday myntra #myntra,2026-02-26
youtube,Happy birthday myntra 🎉,2026-02-26
youtube,Myntra is vry bd online shop pesa leta hai pura products ka or bhejta hai ada products pr jab cmpln karo to koi response nhi dikhata hai kuch or or bhejta h kuch or,2026-08-07
youtube,Es saree k fabric ka kya naam h??,2026-06-24
youtube,Where shop found,2025-08-04
youtube,Blouse link please,2026-07-26
youtube,Is this sarees come with tags?,2025-07-01
youtube,does it come with blouse piece?,2026-04-17
youtube,Is this available and what's it's price?,2026-01-31
youtube,1st sarre price ❤,2025-06-23
youtube,Myntra se acha to meeshu hai cmsekam agar missing products bhejta hai to turant exchng karta hai ye myntra to bekuf banata hai,2026-08-07
youtube,Myntra online are super thiefs.....They book order take money & do not deliver .....BE AWARE & NEVER ORDER ON MYNTRA,2025-08-08
youtube,250 rupees for thise saree,2026-02-11
youtube,Ye video banane wali may dimag ki kami hai tabhi to adhuri video banai😅,2024-04-16
